"rule_id","benchmark","device_type","control_name","cis_level","description","expected_values","validation_logic","remediation_steps","severity","is_active","references","audit","rationale","impact"
"1.2.4","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure HTTP and Telnet options are disabled for all management profiles","Level 1","HTTP and Telnet options should not be enabled for device management.","","","Navigate to Network > Network Profiles > Interface Management. For each
Profile, set the HTTP and Telnet boxes to unchecked.","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access"": https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html#
2. “PAN-OS Administrator's Guide 9.0 (English) - Use Interface Management
Profiles to Restrict Access"": https://docs.paloaltonetworks.com/pan-os/9-0/pan-
os-admin/networking/configure-interfaces/use-interface-management-profiles-to-
restrict-access.html#","Navigate to Network > Network Profiles > Interface Management. For each
Interface Management profile verify that the HTTP and Telnet options are both
unchecked.","Management access over cleartext services such as HTTP or Telnet could result in a
compromise of administrator credentials and other sensitive information related to
device management.",""
"1.2.5","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure valid certificate is set for browser-based administrator interface","Level 2","In most cases, a browser HTTPS interface is used to administer the Palo Alto
appliance. The certificate used to secure this session should satisfy the following
criteria:
1. A valid certificate from a trusted source should be used. While a certificate from a
trusted Public Certificate Authority is certainly valid, one from a trusted Private
Certificate Authority is absolutely acceptable for this purpose.
2. The certificate should have a valid date. It should not have a ""to"" date in the past
(it should not be expired), and should not have a ""from"" date in the future.
3. The certificate should use an acceptable cipher and encryption level.

Default Value:
A self-signed certificate is installed by default for the administrative interface.

Additional Information:
Verify that the clock is both accurate and reliable on both the Palo Alto and on the
administrative workstations before setting the SSL/TLS Service Profile. Inaccurate or
mismatched clocks will result in certificate errors and can result in loss of HTTPS
administrative access.","","","Create or acquire a certificate that meets the stated criteria and set it:
Navigate to Device > Certificate Management > Certificates
Import an appropriate Certificate for your administrative session, from a trusted
Certificate Authority.
Navigate to Device > Certificate Management > SSL/TLS Service Profile
Choose or import the certificate you want to use for the web based administrative
session.
Navigate to Device > Setup > Management > General Settings > SSL/TLS
Service Profile
Choose the Service Profile that you have configured","","true","1. ""How to Configure a Certificate for Secure Web GUI Access"" -
https://live.paloaltonetworks.com/t5/Configuration-Articles/How-to-configure-a-
certificate-for-secure-web-gui-access/ta-p/68653
2. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access"": https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html#","Verify that the certificate used to secure HTTPS sessions meets the criteria by
reviewing the appropriate certificate:
Navigate to Device > Certificate Management > Certificates
Verify that this Certificate is properly applied to the Management Interface:
Navigate to Device > Setup > Management > General Settings > SSL/TLS
Service Profile","If a certificate that is self-signed, expired, or otherwise invalid is used for the browser
HTTPS interface, administrators in most cases will not be able to tell if their session is
being eavesdropped on or injected into by a ""Man in the Middle"" attack.","If the default self-signed certificate is used, an administrator will not be able to clearly
tell if their HTTPS session is being hijacked or not. Using a trusted certificate ensures
that the session is both encrypted and trusted."
"1.3.1","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Minimum Password Complexity' is enabled","Level 1","This checks all new passwords to ensure that they meet basic requirements for strong
passwords.

Default Value:
Not enabled.","","","Navigate to Device > Setup > Management > Minimum Password Complexity.
Set Enabled to be checked
Set that the various password settings to values that are appropriate to your
organization. It is suggested that there at least be some special characters enforced,
and that a minimum length be set. Ensure that non-zero values are set for Minimum
Uppercase, Lowercase and Special Characters. ""Block Username Inclusion"" should be
enabled.
Operationally, dictionary words should be avoided for all passwords - passphrases are a
much better alternative.","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access” - https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html","Navigate to Device > Setup > Management > Minimum Password Complexity.
Verify Enabled is checked
Ensure that the various password settings to values that are appropriate to your
organization. Non-zero values should be set for Minimum Uppercase, Lowercase and
Special Characters. ""Block Username Inclusion"" should be enabled.","Password complexity recommendations are derived from the USGCB (United States
Government Configuration Baseline), Common Weakness Enumeration, and
benchmarks published by the CIS (Center for Internet Security). Password complexity
adds entropy to a password, in comparison to a simple password of the same length. A
complex password is more difficult to attack, either directly against administrative
interfaces or cryptographically, against captured password hashes. However, making a
password of greater length will generally have a greater impact in this regard, in
comparison to making a shorter password more complex.","Simple passwords make an attacker's job very easy. There is a reasonably short list of
commonly used admin passwords for network infrastructure, not enforcing password
lengths and complexity can lend itself to making an attacker's brute force attack
successful."
"1.3.2","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Minimum Length' is greater than or equal to 12","Level 1","This determines the least number of characters that make up a password for a user
account.

Default Value:
Not enabled.","","","Navigate to Device > Setup > Management > Minimum Password Complexity.
Set Minimum Length to greater than or equal to 12","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access” - https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html","Navigate to Device > Setup > Management > Minimum Password Complexity.
Verify Minimum Length is greater than or equal to 12","A longer password is much more difficult to attack, either directly against administrative
interfaces or cryptographically, against captured password hashes. Making a password
of greater length will generally have a greater impact in this regard, in comparison to
making a shorter password more complex. Passphrases are a commonly used
recommendation, to make longer passwords more palatable to end users.
Administrative staff however generally use ""password safe"" applications, so a long and
complex password is more easily implemented for most infrastructure administrative
interfaces.","Longer passwords are much more difficult to attack. This is true of attacks against the
administrative interfaces themselves, or of decryption attacks against captured hashes.
A longer password will almost always have a more positive impact than a shorter but
more complex password."
"1.3.3","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Minimum Uppercase Letters' is greater than or equal to 1","Level 1","This checks all new passwords to ensure that they contain at least one English
uppercase character (A through Z).

Default Value:
Not enabled.","","","Navigate to Device > Setup > Management > Minimum Password Complexity
Set Minimum Uppercase Letters to greater than or equal to 1","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access” - https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html","Navigate to Device > Setup > Management > Minimum Password Complexity
Verify Minimum Uppercase Letters is greater than or equal to 1","This is one of several settings that, when taken together, ensure that passwords are
sufficiently complex as to thwart brute force and dictionary attacks.",""
"1.3.4","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Minimum Lowercase Letters' is greater than or equal to 1","Level 1","This checks all new passwords to ensure that they contain at least one English
lowercase character (a through z).

Default Value:
Not enabled.","","","Navigate to Device > Setup > Management > Minimum Password Complexity
Set Minimum Lowercase Letters to greater than or equal to 1","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access” - https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html","Navigate to Device > Setup > Management > Minimum Password Complexity
Verify Minimum Lowercase Letters is greater than or equal to 1","This is one of several settings that, when taken together, ensure that passwords are
sufficiently complex as to thwart brute force and dictionary attacks.",""
"1.3.5","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Minimum Numeric Letters' is greater than or equal to 1","Level 1","This checks all new passwords to ensure that they contain at least one base 10 digit (0
through 9).

Default Value:
Not enabled.","","","Navigate to Device > Setup > Management > Minimum Password Complexity
Set Minimum Numeric Letters to greater than or equal to 1","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access” - https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html","Navigate to Device > Setup > Management > Minimum Password Complexity`
Verify Minimum Numeric Letters is greater than or equal to 1","This is one of several settings that, when taken together, ensure that passwords are
sufficiently complex as to thwart brute force and dictionary attacks.",""
"1.3.6","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Minimum Special Characters' is greater than or equal to 1","Level 1","This checks all new passwords to ensure that they contain at least one non-alphabetic
character (for example, !, $, #, %).

Default Value:
Not enabled.","","","Navigate to Device > Setup > Management > Minimum Password Complexity
Set Minimum Special Characters to greater than or equal to 1","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access” - https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html","Navigate to Device > Setup > Management > Minimum Password Complexity
Verify Minimum Special Characters is greater than or equal to 1","This is one of several settings that, when taken together, ensure that passwords are
sufficiently complex as to thwart brute force and dictionary attacks.",""
"1.3.7","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Required Password Change Period' is less than or equal to 90 days","Level 1","This defines how long a user can use a password before it expires.

Default Value:
Not enabled.

Additional Information:
This guidance is currently under some debate in the community. If the password length
is sufficient and password complexity is enforced, then in many organizations it is likely
that the password change period can be increased to 6, 9 or even 12 months.","","","Navigate to Device > Setup > Management > Minimum Password Complexity.
Set Required Password Change Period (days) to less than or equal to 90","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access” - https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html","Navigate to Device > Setup > Management > Minimum Password Complexity.
Verify Required Password Change Period (days) is less than or equal to 90","The longer a password exists, the higher the likelihood that it will be compromised by a
brute force attack, by an attacker gaining general knowledge about the user and
guessing the password, or by the user sharing the password.","Failure to change administrative passwords can result in a slow ""creep"" of people who
have access. Especially in a situation with high staff turnover (for instance, in a NOC or
SOC situation), administrative passwords need to be changed frequently.
Administrative credentials should not be shared across multiple devices. In a NOC/SOC
situation, it's important to not share administrative credentials between operators
(names accounts should be used), and in particular administrative credentials should
never be shared across different customer infrastructures."
"1.3.8","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'New Password Differs By Characters' is greater than or equal to 3","Level 1","This checks all new passwords to ensure that they differ by at least three characters
from the previous password.

Default Value:
Not enabled.","","","Navigate to Device > Setup > Management > Minimum Password Complexity
Set New Password Differs By Characters to 3 or more","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access” - https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html","Navigate to Device > Setup > Management > Minimum Password Complexity
Verify New Password Differs By Characters is set to greater than or equal to 3","This is one of several settings that, when taken together, ensure that passwords are
sufficiently complex as to thwart brute force and dictionary attacks.","This prevents the use of passwords that fall into a predictable pattern. Especially in
situations that involve staff turnover, having a pattern to password changes should be
avoided."
"1.3.9","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Prevent Password Reuse Limit' is set to 24 or more passwords","Level 1","This determines the number of unique passwords that have to be most recently used for
a user account before a previous password can be reused.

Default Value:
Not enabled.","","","Navigate to Device > Setup > Management > Minimum Password Complexity.
Set Prevent Password Reuse Limit to greater than or equal to 24","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access” - https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html","Navigate to Device > Setup > Management > Minimum Password Complexity.
Verify Prevent Password Reuse Limit is greater than or equal to 24","The longer a user uses the same password, the greater the chance that an attacker can
determine the password through brute force attacks. Also, any accounts that may have
been compromised will remain exploitable for as long as the password is left
unchanged. If password changes are required but password reuse is not prevented, or if
users continually reuse a small number of passwords, the effectiveness of a good
password policy is greatly reduced. While current guidance emphasizes password
length above frequent password changes, not enforcing password re-use guidance
adds the temptation of using a small pool of passwords, which can make an attacker's
job easier across an entire infrastructure.",""
"1.3.10","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Password Profiles' do not exist","Level 1","Password profiles that are weaker than the recommended minimum password
complexity settings must not exist.

Default Value:
Not configured

Additional Information:
This recommendation has been marked as automated so that vendors can certify
against this. If using CISCAT the benchmark will need to be tailored and the user will
have to write the xpath with organization specific information","","","Navigate to Device > Password Profiles.
Ensure Password Profiles weaker than the recommended minimum password
complexity settings do not exist.","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Best Practices for Securing
Administrative Access” - https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-
admin/getting-started/best-practices-for-securing-administrative-access.html","Navigate to Device > Password Profiles.
Verify Password Profiles weaker than the recommended minimum password complexity
settings do not exist.","As password profiles override any 'Minimum Password Complexity' settings defined in
the device, they generally should not exist. If these password profiles do exist, they
should enforce stronger password policies than what is set in the 'Minimum Password
Complexity' settings.",""
"1.4.1","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Idle timeout' is less than or equal to 10 minutes for device management","Level 1","Set the Idle Timeout value for device management to 10 minutes or less to
automatically close inactive sessions.

Default Value:
Not configured","","","Navigate to Device > Setup > Management > Authentication Settings.
Set Idle Timeout to less than or equal to 10.","","true","1. “How to Change the Admin Session Timeout Value” -
https://live.paloaltonetworks.com/docs/DOC-5557
2. “PAN-OS Administrator's Guide 11.1 (English) - Device - Setup - Management” -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/device/device-setup-management#","Navigate to Device > Setup > Management > Authentication Settings.
Verify Idle Timeout is less than or equal to 10.","An unattended computer with an open administrative session to the device could allow
an unauthorized user access to the firewall’s management interface.",""
"1.4.2","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Failed Attempts' and 'Lockout Time' for Authentication Profile are properly configured","Level 1","Configure values for Failed Login Attempts and Account Lockout Time set to
organization-defined values (for example, 3 failed attempts and a 15 minute lockout
time). Do not set Failed Attempts and Lockout Time in the Authentication Settings
section; any Failed Attempts or Lockout Time settings within the selected Authentication
Profile do not apply in the Authentication Settings section.

Default Value:
Not configured

Additional Information:
Both values must be set. If either value is not set, account lockout does not occur.","","","Navigate to Device > Authentication Profile.
Set Failed Attempts to the non-zero organization-defined value.
Set Lockout Time to the non-zero organization-defined value.","","true","1. “PAN-OS Administrator's Guide 11.1 (English) - Device - Setup - Management” -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/device/device-setup-management#
2. “PAN-OS Administrator's Guide 11.1 (English) - Authentication Profile"" -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/device/device-authentication-profile","Navigate to Device > Authentication Profile.
Verify Failed Attempts is set a non-zero organization-defined value.
Verify Lockout Time is set to a non-zero organization-defined value.","Without a lockout limit, an attacker can continuously guess administrators’ passwords.
From the other point of view, if lockout settings are configured in the Authentication
Settings section it may be possible for an attacker to continuously lock out all
administrative accounts from accessing the device. This potential situation indicates the
importance of using named administrative accounts, instead of the default, single
shared ""admin"" account.",""
"1.5.1","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'V3' is selected for SNMP polling","Level 1","For SNMP polling, only SNMPv3 should be used.

Default Value:
Not configured","","","Navigate to Device > Setup > Operations > Miscellaneous > SNMP Setup
Select V3.
In order to be usable, the User and View sections of this dialog should also be
completed. These settings need to match the settings in the organization's NMS
(Network Management System)","","true","1. https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/device/device-setup-operations/enable-snmp-monitoring","Navigate to Device > Setup > Operations > Miscellaneous > SNMP Setup
Verify V3 is selected.","SNMPv3 utilizes AES-128 encryption, message integrity, user authorization, and device
authentication security features. SNMPv2c does not provide these security features. If
an SNMPv2c community string is intercepted or otherwise obtained, an attacker could
gain read access to the firewall. Note that SNMP write access is not possible.","Any clear-text administrative protocol (such as SNMPv2) can expose valuable
information to any attacker that is in a position to eavesdrop on that protocol."
"1.6.1","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure 'Verify Update Server Identity' is enabled","Level 1","This setting determines whether or not the identity of the update server must be verified
before performing an update session. Note that if an SSL Forward Proxy is configured
to intercept the update session, this option may need to be disabled (because the SSL
Certificate will not match).

Default Value:
Not configured","","","Navigate to Device > Setup > Services > Services.
Set the Verify Update Server Identity box to checked.","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - Install Content Updates"" -
https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-admin/software-and-
content-updates/install-content-and-software-updates.html","Navigate to Device > Setup > Services > Services.
Verify that the Verify Update Server Identity box is checked.","Verifying the update server identity before package download ensures the packages
originate from a trusted source. Without this, it is possible to receive and install an
update from a malicious source.","This setting protects the device from an ""evilgrade"" attack, where a successful DNS
attack can redirect the firewall to an attacker-controlled update server, which can then
serve a modified update."
"1.6.2","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure redundant NTP servers are configured appropriately","Level 1","These settings enable use of primary and secondary NTP servers to provide
redundancy in case of a failure involving the primary NTP server.

Default Value:
Not configured","","","Navigate to Device > Setup > Services > Services.
Set Primary NTP Server Address appropriately.
Set Secondary NTP Server Address appropriately.","","true","1. “The NIST Authenticated NTP Service” -
http://www.nist.gov/pml/div688/grp40/authntp.cfm
2. https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/device/device-setup-services/global-services-settings
3. ""How to Configure Authenticated NTP"" -
https://live.paloaltonetworks.com/t5/Configuration-Articles/How-to-Configure-
Authenticated-NTP/ta-p/54495","Navigate to Device > Setup > Services > Services.
Verify Primary NTP Server Address is set appropriately.
Verify Secondary NTP Server Address is set appropriately.","NTP enables the device to maintain an accurate time and date when receiving updates
from a reliable NTP server. Accurate timestamps are critical when correlating events
with other systems, troubleshooting, or performing investigative work. Logs and certain
cryptographic functions, such as those utilizing certificates, rely on accurate time and
date parameters. In addition, rules referencing a Schedule object will not function as
intended if the device’s time and date are incorrect.
For additional security, authenticated NTP can be utilized. If Symmetric Key
authentication is selected, only SHA1 should be used, as MD5 is considered severely
compromised.
Most organizations will maintain a pair of internal NTP servers for all internal time
services. These servers will either be self-contained atomic clocks, or will collect time
from a known reliable source (often GPS or a well-known internet server pool will be
used).",""
"1.6.3","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure that the Certificate Securing Remote Access VPNs is Valid","Level 2","The Certificate used to secure Remote Access VPNs should satisfy the following
criteria:
• It should be a valid certificate from a trusted source. In almost cases this means
a trusted Public Certificate Authority, as in most cases remote access VPN users
will not have access to any Private Certificate Authorities for Certificate
validation.
• The certificate should have a valid date. It should not have a ""to"" date in the past
(it should not be expired), and should not have a ""from"" date in the future.
• The key length used to encrypt the certificate should be 2048 bits or more.
• The hash used to sign the certificate should be SHA-2 or better.
• When the Certificate is applied, the TLS version should be 1.1 or higher (1.2 is
recommended)

Default Value:
Not configured","","","Create a CSR and install a certificate from a public CA (Certificate Authority) here:
Navigate to Device > Certificate Management > Certificates
Apply a valid certificate to the HTTPS portal:
Navigate to Network > GlobalProtect > Portals > Portal Configuration >
Authentication > SSL/TLS Profile
Apply a valid certificate to the GlobalProtect Gateway:
Navigate to Network > GlobalProtect > Gateways > Authentication > SSL/TLS
Service Profile Configure the Service Profile to use the correct certificate
Ensure that the Minimum TLS version is set to 1.1 or 1.2 (1.2 is recommended).","","true","1. “PAN-OS Administrator's Guide 9.0 (English) - GlobalProtect Certificate Best
Practices"" - https://docs.paloaltonetworks.com/globalprotect/9-0/globalprotect-
admin/get-started/enable-ssl-between-globalprotect-components/globalprotect-
certificate-best-practices.html
2. “PAN-OS Administrator's Guide 9.0 (English) - Deploy Server Certificates to the
GlobalProtect Components"" - https://docs.paloaltonetworks.com/globalprotect/9-
0/globalprotect-admin/get-started/enable-ssl-between-globalprotect-
components/deploy-server-certificates-to-the-globalprotect-components.html#","Verify that the certificate being used to secure the VPN meets the criteria listed above:
Navigate to Device > Certificate Management > Certificates
Ensure that a valid certificate is applied to the HTTPS portal:
Navigate to Network > GlobalProtect > Portals > Portal Configuration >
(Select the Portal being assessed) > Authentication > SSL/TLS Profile
Ensure that a valid certificate is applied to the GlobalProtect Gateway:
Navigate to Network > GlobalProtect > Gateways > (Select the Gateway
being Assessed) > Authentication > SSL/TLS Service Profile
Ensure that the correct Certificate is selected. Ensure that the Minimum TLS version is
configured to be 1.1 or higher (TLSv1.2 is recommended).","If presented with a certificate error, the end user in most cases will not be able to tell if
their session is using a self-signed or expired certificate, or if their session is being
eavesdropped on or injected into by a ""Man in the Middle"" attack. This means that self-
signed or invalid certificates should never be used for VPN connections.","Not using a trusted Certificate, issued by a trusted Public Certificate Authority means
that clients establishing VPN sessions will always see an error indicating an untrusted
Certificate. This means that they will have no method of validating if their VPN session
is being hijacked by a ""Monkey in the Middle"" (MitM) attack. It also ""trains"" them to
bypass certificate warnings for other services, making MitM attacks easier for those
other services as well."
"1.7.1","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Enabling Post-Quantum (PQ) on IKEv2 VPNs","Level 2","For VPN that has IKEv2 enabled, enable PQ for more secure way to exchange pre-
shared secret to defend against ""Harvest Now, Decrypt Later"" attack technique.

Default Value:
Not Configured","","","Navigate to Network > Network Profiles > IKE Gateways.
On gateways that has IKEv2 enabled, click into it and navigate to Advanced Options.
On IKEv2 section, navigate to PQ PPK section.
Check Enable Post-Quantum Pre-Shared Key (PPK) option.
Negotiation mode should be set to Mandatory if both sides of VPN supports PQ.
Negotiation mode should be set to Preferred if you don't know or don't have control
over whether the peer supports RFC 8784. Preferred mode preserves backward
compatibility to ensure connections fall back instead of dropping.
If both sides of VPN supports more than 1 PPK key ID, then multiple PPK key ID should
be configured. Configuring multiple PQ PPKs is most secure because it adds a random
element to PQ PPK selection.","","true","1. “PAN-OS Administrator's Guide 11.1 (English) - Network Security"" -
https://docs.paloaltonetworks.com/network-security/quantum-
security/administration/configure-quantum-resistant-ikev2-vpns/configure-post-
quantum-ikev2-vpns","Navigate to Network > Network Profiles > IKE Gateways.
On gateways that has IKEv2 enabled, click into it and navigate to Advanced Options.
On IKEv2 section, navigate to PQ PPK section.
Verify that Enable Post-Quantum Pre-Shared Key (PPK) is checked.
Negotiation mode should be set to Mandatory if both sides of VPN supports PQ.
Negotiation mode should be set to Preferred if you don't know or don't have control
over whether the peer supports RFC 8784. Preferred mode preserves backward
compatibility to ensure connections fall back instead of dropping.
If both sides of VPN supports more than 1 PPK key ID, then multiple PPK key ID should
be configured. Configuring multiple PQ PPKs is most secure because it adds a random
element to PQ PPK selection.","Post-quantum IKEv2 VPNs based on RFC 8784 work by transmitting a pre-shared
secret separately (out-of-band) from the initial peering exchange (the IKE_SA_INIT
Exchange). Instead of transmitting the pre-shared secret in the peering exchange,
which an attacker could compromise or harvest now and decrypt later, the peering
exchange only transmits a Key ID. A Key ID and a pre-shared secret comprise a unique
pair called a post-quantum pre-shared key (PQ PPK).
Each IKEv2 peer uses the Key ID to look up the pre-shared secret, which is transmitted
securely between administrators or pushed by Panorama, and stored locally on each
IKEv2 peer. The pre-shared key is never part of the peering exchange and never
traverses the post-quantum VPN, so an attacker using a quantum computer can't steal
it, crack it, and use it to decrypt data harvested from a VPN.
Both IKEv2 peers must have the same active pairs of Key ID plus pre-shared secret so
that when peers negotiate the connection, each peer can look up the same Key ID and
retrieve the same pre-shared secret. If the responding peer doesn't have a matching
Key ID or if the pre-shared secret associated with the Key ID differs from the initiator,
the connection is aborted.",""
"2.1","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure that IP addresses are mapped to usernames","Level 2","Configure appropriate settings to map IP addresses to usernames. Mapping userids to
IP addresses is what permits the firewall to create rules based on userids and groups
rather than IP addresses and subnets, as well as log events by userids rather than IP
addresses or DNS names. The specifics of how to achieve IP-to-username mapping is
highly dependent on the environment. It can be enabled by integrating the firewall with a
domain controller, Exchange server, captive portal, Terminal Server, User-ID Agent,
XML API, or syslog data from a variety of devices.

Additional Information:
This recommendation has been marked as automated so that vendors can certify
against this. If using CISCAT the benchmark will need to be tailored and the user will
have to write the xpath with organization specific information","","","To Set User-ID Agents:
Navigate to Device > User Identification > User-ID Agents
Set the Name, IP Address and Port of the User-ID Agent`
Enable User Identification for each monitored zone that will have user accounts:
Navigate to Network > Zone, for each relevant zone enable User
Identification
To Set Terminal Services Agents:
Navigate to Device > Terminal Services Agents Set the Name, IP Address and
Port of the Terminal Services Agent
Enable User Identification for each monitored zone that will have Terminal Servers:
Navigate to Network > Zone, enable User Identification","","true","1. “Best Practices for Securing User-ID Deployments” -
https://live.paloaltonetworks.com/docs/DOC-7912
2. “How to Configure Group Mapping settings?” -
https://live.paloaltonetworks.com/docs/DOC-4994
3. https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/user-id
4. https://paloaltonetworks.com/content/dam/paloaltonetworks-
com/en_US/assets/pdf/tech-briefs/techbrief-user-id.pdf","To validate if this recommendation has been met, look at the Source User column in
the URL Filtering or Traffic logs (Monitor > Logs > URL Filtering and Logs >
Traffic Logs, respectively.)
User traffic originating from a trusted zone should identify a username.","Understanding which user is involved in a security incident allows appropriate personnel
to move quickly between the detection and reaction phases of incident response. In
environments with either short DHCP lease times, or where users may move frequently
between systems, the ability to analyze or report, or alert on events based on user
accounts or user groups is a tremendous advantage. For forensics tasks when DHCP
lease information may not be available, the Source User information may be the only
way to tie together related data.",""
"2.2","CIS Palo Alto Firewall 11 Benchmark","Palo Alto","Ensure that WMI probing is disabled","Level 2","Disable WMI probing if it is not required for User-ID functionality in the environment.

Default Value:
Not configured

Additional Information:
This recommendation has been marked as automated so that vendors can certify
against this. If using CISCAT the benchmark will need to be tailored and the user will
have to write the xpath with organization specific information","","","Navigate to Device > User Identification > User Mapping > Palo Alto
Networks User ID Agent Setup.
Set Enable Probing so it is unchecked.","","true","1. “R7-2014-16: Palo Alto Networks User-ID Credential Exposure” -
https://blog.rapid7.com/2014/10/14/palo-alto-networks-userid-credential-
exposure/
2. “Best Practices for Securing User-ID Deployments” -
https://live.paloaltonetworks.com/docs/DOC-7912
3. “PAN-OS Administrator's Guide 11.1 (English) - Client Probing"" -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/user-id/user-id-
concepts/user-mapping/client-probing","Navigate to Device > User Identification > User Mapping > Palo Alto
Networks User ID Agent Setup.
Verify that Enable Probing is not checked.","WMI probing normally requires a domain administrator account. A malicious user could
capture the encrypted password hash for offline cracking or relayed authentication
attacks. Relying on other forms of user identification, such as using UserID Agents or
security log monitoring, mitigates this risk.
In addition, it is easy to mis-configure this feature such that it is enabled on untrusted
interfaces. This can result in a domain administrator account and the associated
password hash being sent to untrusted hosts on the internet, where malicious users can
then capture that hash for offline cracking.","While this removes the exposure of having the WMI user account password being
compromised, it also reduces the effectiveness of user identification during operation of
the firewall (applying rules and policies). This trade-off should be weighed carefully for
all installations."
