"name","rule_id","title","section","level","severity","automated","description","rationale","impact","remediation","audit","references","benchmark"
"Ensure that URL Filtering uses the action of “block” or “override” on the URL categories","6.9","Ensure that URL Filtering uses the action of “block” or “override” on the URL categories","","Level 1","","true","Ideally, deciding which URL categories to block, and which to allow, is a joint effort
between IT and another entity of authority within an organization—such as the legal
department or administration. For most organizations, blocking or requiring an override
on the following categories represents a minimum baseline: adult, hacking, command-
and-control, copyright-infringement, extremism, malware, phishing, proxy-avoidance-
and-anonymizers, and parked. Some organizations may add ""unknown"" and ""dynamic-
dns"" to this list, at the expense of some support calls on those topics.

Default Value:
Not Configured","Certain URL categories pose a technology-centric threat, such as command-and-
control, copyright-infringement, extremism, malware, phishing, proxy-avoidance-and-
anonymizers, and parked. Users visiting websites in these categories, many times
unintentionally, are at greater risk of compromising the security of their system. Other
categories, such as adult, may pose a legal liability and will be blocked for those
reasons.","Not having an effective URL Filtering configuration can leave an organization open to
legal action, internal HR issues, non-compliance with regulatory policies or productivity
loss.","Navigate to Objects > Security Profiles > URL Filtering.
Set a URL filter so that all URL categories designated by the organization are listed.
Navigate to the Actions tab.
Set the action to Block.","Navigate to Objects > Security Profiles > URL Filtering.
Verify that all URL categories designated by the organization are listed, and the action
is set to Block.","1. “PAN-OS Administrator's Guide 11.1 (English) - Security Profiles” -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/policy/security-
profiles
2. “PAN-OS Administrator's Guide 9.0 (English) - URL Filtering” -
https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-admin/url-filtering.html
3. “PAN-OS Admin Guide 9.0 (English) - URL Filtering Best Practices"" -
https://docs.paloaltonetworks.com/advanced-url-
filtering/administration/configuring-url-filtering/url-filtering-best-practices","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that access to every URL is logged","6.10","Ensure that access to every URL is logged","","Level 1","","true","URL filters should not specify any categories as Allow Categories.

Default Value:
A default URL Filtering Security Profile is configured, with the following categories set to
""block"": abused-drugs adult gambling hacking malware phishing questionable weapons
3 Categories are set to alert in the default policy, and 58 Categories are set to allow
(which means they are not logged)","Setting a URL filter to have one or more entries under Allow Categories will cause no
log entries to be produced in the URL Filtering logs for access to URLs in those
categories. For forensic, legal, and HR purposes, it is advisable to log access to every
URL. In many cases failure to log all URL access is a violation of corporate policy, legal
requirements or regulatory requirements.","Not having an effective URL Filtering configuration can leave an organization open to
legal action, internal HR issues, non-compliance with regulatory policies or productivity
loss.","Navigate to Objects > Security Profiles > URL Filtering.
For each permitted category, set the Site Access actioun to alert","Navigate to Objects > Security Profiles > URL Filtering.
Verify that the for all allowed categories, that the Site Access action is set to alert","1. “PAN-OS Administrator's Guide 11.1 (English) - URL Filtering Best Practices"" -
https://docs.paloaltonetworks.com/advanced-url-
filtering/administration/configuring-url-filtering/url-filtering-best-practices
2. “PAN-OS Administrator's Guide 9.0 (English) - URL Filtering” -
https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-admin/url-filtering.html","CIS Palo Alto Firewall 10 Benchmark"
"Ensure all HTTP Header Logging options are enabled","6.11","Ensure all HTTP Header Logging options are enabled","","Level 1","","true","Enable all options (User-Agent, Referer, and X-Forwarded-For) for HTTP header
logging.

Default Value:
Not Configured","Logging HTTP header information provides additional information in the URL logs,
which may be useful during forensic investigations. The User-Agent option logs which
browser was used during the web session, which could provide insight to the vector
used for malware retrieval. The Referer option logs the source webpage responsible for
referring the user to the logged webpage. The X-Forwarded-For option is useful for
preserving the user’s source IP address, such as if a user traverses a proxy server prior
to the firewall. Un-checking the Log container page only box produces substantially
more information about web activity, with the expense of producing far more entries in
the URL logs. If this option remains checked, a URL filter log entry showing details of a
malicious file download may not exist.","Not having an effective URL Filtering configuration can leave an organization open to
legal action, internal HR issues, non-compliance with regulatory policies or productivity
loss.","Navigate to Objects > Security Profiles > URL Filtering > URL Filtering
Profile > URL Filtering Settings.
Set the following four settings:
a. Log container page only box is un-checked
b. Check the User-Agent box
c. Check the Referer box
d. Check the X-Forwarded-For box","Navigate to Objects > Security Profiles > URL Filtering > URL Filtering
Profile > URL Filtering Settings.
Verify these four settings:
a. Log container page only box is un-checked
b. User-Agent box is checked
c. Referer box is checked
d. X-Forwarded-For box is checked","1. “PAN-OS Administrator's Guide 11.1 (English) - URL Filtering Best Practices"" -
https://docs.paloaltonetworks.com/advanced-url-
filtering/administration/configuring-url-filtering/url-filtering-best-practices","CIS Palo Alto Firewall 10 Benchmark"
"Ensure secure URL filtering is enabled for all security policies allowing traffic to the Internet","6.12","Ensure secure URL filtering is enabled for all security policies allowing traffic to the Internet","","Level 1","","true","Apply a secure URL filtering profile to all security policies permitting traffic to the
Internet. The URL Filtering profile may be applied to the security policies directly or
through a profile group.

Default Value:
Not Configured","URL Filtering policies dramatically reduce the risk of users visiting malicious or
inappropriate websites. In addition, a complete URL history log for all devices is
invaluable when performing forensic analysis in the event of a security incident.
Applying complete and approved URL filtering to outbound traffic is a frequent
requirement in corporate policies, legal requirements or regulatory requirements.","Not having an effective URL Filtering configuration can leave an organization open to
legal action, internal HR issues, non-compliance with regulatory policies or productivity
loss.","To Set URL Filtering: For each Security Profile that transits traffic to the internet,
navigate to Policies > Security > Security Profiles > [Policy Name] >
Actions.
Set a URL Filtering profile that complies with the policies of the organization is applied
to all Security Policies that transit traffic to the public internet.","To Verify URL Filtering:
For each Security Policy that transits traffic to the public internet, navigate to Policies
> Security > Security Profiles > [Policy Name] > Actions.
Verify there is a URL Filtering profile that complies with the policies of the organization
is applied to all Security Policies that transit traffic to the public internet.","1. “PAN-OS Administrator's Guide 11.1 (English) - URL Filtering Best Practices"" -
https://docs.paloaltonetworks.com/advanced-url-
filtering/administration/configuring-url-filtering/url-filtering-best-practices","CIS Palo Alto Firewall 10 Benchmark"
"Ensure alerting after a threshold of credit card or Social Security numbers is detected is enabled","6.13","Ensure alerting after a threshold of credit card or Social Security numbers is detected is enabled","","Level 1","","true","This guideline is highly specific to an organization. While blocking of credit card or
Social Security numbers will not occur with the recommended settings below, careful
tuning is also recommended.

Default Value:
Not Configured","Credit card and Social Security numbers are sensitive, and should never traverse an
organization’s Internet connection in clear text. Passing sensitive data within an
organization should also be avoided whenever possible. Detecting and blocking known
sensitive information is a basic protection against a data breach or data loss. Not
implementing these defenses can lead to loss of regulatory accreditation (such as PCI,
HIPAA etc), or can lead to legal action from injured parties or regulatory bodies.","","Navigate to Objects > Custom Objects > Data Patterns.
Create an appropriate Data Pattern that accounts for sensitive information within your
organization. In most cases this will include Credit Card Numbers, and your jurisdiction's
equivalent of Social Insurance Numbers. In many cases these can simply be picked
from the list of Predefined Patterns.
Navigate to Objects > Security Profiles > Data Filtering.
Create appropriate Data Filtering Profile, using the created Data Patterns.
Ensure that an Alert Threshold is set that generates alerts appropriately. A typical
starting value for Alert Threshold is 20, but this should be adjusted after appropriate
testing.","Navigate to Objects > Custom Objects > Data Patterns.
Verify an appropriate Data Pattern has been created that accounts for sensitive
information within your organization. In most cases this will include Credit Card
Numbers, and your jurisdiction's equivalent of Social Insurance Numbers. In many
cases these can simply be picked from the list of Predefined Patterns.
Navigate to Objects > Security Profiles > Data Filtering.
Verify an appropriate Data Filtering Profile has been created, using the created
Data Patterns. Ensure that an Alert Threshold is set that generates alerts
appropriately. A typical starting value for Alert Threshold is 20, but this should be
adjusted after appropriate testing.","1. “What are the Data Filtering Best Practices?” -
https://live.paloaltonetworks.com/docs/DOC-2513
2. “PAN-OS Administrator's Guide 9.0 (English) - Setting up Data Filtering"" -
https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-admin/threat-
prevention/set-up-data-filtering.html#","CIS Palo Alto Firewall 10 Benchmark"
"Ensure a secure Data Filtering profile is applied to all security policies allowing traffic to or from the Internet","6.14","Ensure a secure Data Filtering profile is applied to all security policies allowing traffic to or from the Internet","","Level 1","","true","Create a secure Data Filtering profile and apply it to all security policies permitting traffic
to or from the Internet. The Data Filtering profile may be applied to security policies
directly or through a profile group.

Default Value:
Not Configured","A Data Filtering profile helps prevent certain types of sensitive information from
traversing an organization’s Internet connection, especially in clear text. Detecting and
blocking known sensitive information is a basic protection against a data breach or data
loss. Not implementing these defenses can lead to loss of regulatory accreditation (such
as PCI, HIPAA etc), or can lead to legal action from injured parties or regulatory bodies.
Before starting, be very aware that Data Filtering will often block data that you didn't
anticipate, false positives will definitely occur. Even the prebuilt filters will frequently
match on unintended data in files or websites. Work very closely with your user
community to ensure that required data is blocked or alerted on, but a minimum of false
positive blocks occur. As false positives occur, ensure that your user community has a
clear and timely procedure to get the configuration updated.","","Navigate to Objects > Custom Objects > Data Patterns. Add patterns to match
the various data that you wish to monitor or make blocking decisions on.
Navigate to Objects > Security Profiles > Data Filtering Add a Filtering
Profile that matches the data you wish to monitor, with appropriate values for Alert
Threshold (typically 20), Block Threshold (typically 0) and Log Serverity
Finally, apply the Filtering Profile to a Security Profile. Navigate to Policies >
Security. Edit all appropriate policies, and for each Policy choose the Actions tab,
and add the appropriate Data Filtering Policy (either as an individual Profile or
as part of a Group Profile)","Navigate to Objects > Custom Objects > Data Patterns. Verify that the patterns
defined match the various data that you wish to monitor or make blocking decisions on.
Navigate to Objects > Security Profiles > Data Filtering For each Filtering
Profile, verify that the Data Patterns defined matches the data you wish to monitor,
with appropriate values for Alert Threshold (typically 20), Block Threshold
(typically 0) and Log Severity.
Finally, navigate to Policies > Security. Open all appropriate policies, for each
Policy choose the Actions tab, and verify that the appropriate Data Filtering
Policy is applied (either as an individual Profile or as part of a Group Profile)","1. “PAN-OS Administrator's Guide 9.0 (English) - Setting up Data Filtering"" -
https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-admin/threat-
prevention/set-up-data-filtering.html#","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that a Zone Protection Profile with an enabled SYN Flood Action of SYN Cookies is attached to all untrusted zones","6.15","Ensure that a Zone Protection Profile with an enabled SYN Flood Action of SYN Cookies is attached to all untrusted zones","","Level 1","","true","Enable the SYN Flood Action of SYN Cookies for all untrusted zones. The Alert,
Activate, and Maximum settings for SYN Flood Protection depend highly on the
environment and device used. Perform traffic analysis on the specific environment and
firewall to determine accurate thresholds. Do not rely on default values to be
appropriate for an environment.
Setting these values for all interfaces is an approach that should be considered by many
organizations, as traffic floods can result from internal testing or malware as well.
As a rough ballpark for most environments, an Activate value of 50% of the firewall’s
maximum “New sessions per second”/CPS is a conservative setting. The following is a
list of maximum new sessions per second for each platform:
PA-4xx series = 73,000 CPS
PA-8xx series = 13,100 CPS
PA-14xx series = 140,000 CPS
PA-32xx series = 84,000 CPS
PA-34xx series = 268,000 CPS
PA-52xx series = 500,000 CPS
PA-54xx series = 3,600,000 CPS
PA-70xx series = 6,000,000 CPS

Default Value:
Not Configured","Protecting resources and the firewall itself against DoS/DDoS attacks requires a layered
approach. Firewalls alone cannot mitigate all DoS attacks, however, many attacks can
be successfully mitigated. Utilizing SYN Cookies helps to mitigate SYN flood attacks,
where the CPU and/or memory buffers of the victim device become overwhelmed by
incomplete TCP sessions. SYN Cookies are preferred over Random Early Drop.","Not configuring a Network Zone Protection Profile on untrusted interfaces leaves an
organization exposed to common attacks and reconnaissance from those untrusted
networks. Not configuring a Zone Protection Profile for internal networks leaves an
organization vulnerable to malware, software or hardware causes of traffic flooding from
internal sources.","From GUI:
Navigate to Network > Network Profiles > Zone Protection > Zone
Protection Profile > Flood Protection tab.
Check the SYN box. Set the Action dropdown to SYN Cookies Set Alert to 20000 (or
appropriate for org). Set Activate to 25000 (50% of maximum for firewall model). Set
Maximum to 1000000 (or appropriate for org)
Navigate to Network > Zones. Open the zone facing any untrusted network, if one
does not exist create it. Set Zone Protection to the Zone Protection Profile
created.","From GUI:
Navigate to Network > Network Profiles > Zone Protection > Zone
Protection Profile > Flood Protection tab.
Verify the SYN box is checked. Verify the Action dropdown is SYN Cookies. Verify Alert
is 20000 (or appropriate for org). Verify Activate is 25000 (50% of maximum for firewall
model). Verify Maximum is 1000000 (or appropriate for org).
Navigate to Network > Zones. Open the zone facing any untrusted network. Verify that
Zone Protection has the Zone Protection Profile set to the Profile created.","1. “Understanding DoS Protection” - https://live.paloaltonetworks.com/docs/DOC-
5078
2. ""Syn Cookie Operation” - https://live.paloaltonetworks.com/docs/DOC-1542
3. “How to Determine if Configured DoS Classify TCP SYN Cookie Alarm, Activate
and Maximal Rate is Triggered” - https://live.paloaltonetworks.com/docs/DOC-
6801
4. “Threat Prevention Deployment Tech Note” -
https://live.paloaltonetworks.com/docs/DOC-3094
5. “What are the Differences between DoS Protection and Zone Protection?” -
https://live.paloaltonetworks.com/docs/DOC-4501
6. “Application DDoS Mitigation” - https://live.paloaltonetworks.com/docs/DOC-7158
7. PANOS 11.1 Admin Guide - Zone Protection . Flood Protection -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/network/network-network-profiles/network-network-profiles-zone-
protection/flood-protection","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that a Zone Protection Profile with tuned Flood Protection settings enabled for all flood types is attached to all untrusted zones","6.16","Ensure that a Zone Protection Profile with tuned Flood Protection settings enabled for all flood types is attached to all untrusted zones","","Level 2","","true","Enable all Flood Protection options in the Zone Protection Profile attached to all
untrusted zones. The Alert, Activate, and Maximum settings for Flood Protection
depend highly on the environment and device used. Perform traffic analysis on the
specific environment and firewall to determine accurate thresholds. Do not rely on
default values to be appropriate for an environment.
Setting these values for all interfaces is an approach that should be considered by many
organizations, as traffic floods can result from internal testing or malware as well.

Default Value:
Not Configured","Without flood protection, it may be possible for an attacker, through the use of a botnet
or other means, to overwhelm network resources. Flood protection does not completely
eliminate this risk; rather, it provides a layer of protection. Without a properly configured
zone protection profile applied to untrusted interfaces, the protected / trusted networks
are susceptible to large number of attacks. While many of these involve denial of
service, some of these attacks are designed to evade IPS systems (fragmentation
attacks for instance) or to evade basic firewall protections (source routing and record
route attacks).","Not configuring and applying a Network Zone Protection Profile leaves an organization
exposed to common attacks and reconnaissance from untrusted networks.
Not configuring a Zone Protection Profile for internal networks leaves an organization
vulnerable to malware, software or hardware causes of traffic flooding from internal
sources.","In the GUI:
Navigate to Network > Network Profiles > Zone Protection > Flood
Protection.
Set all settings to ""enabled"" with at least the default values.
Navigate to Network > Zones, select each untrusted zone in turn, and set the Zone
Protection Profile.","In the GUI:
Navigate to Network > Network Profiles > Zone Protection > Flood
Protection.
Ensure that all settings are enabled with at least the default values.
Navigate to Network > Zones, select each untrusted zone in turn, and ensure that the
Zone Protection Profile is set.","1. “Understanding DoS Protection” - https://live.paloaltonetworks.com/docs/DOC-
5078
2. “Threat Prevention Deployment Tech Note” -
https://live.paloaltonetworks.com/docs/DOC-3094
3. “What are the Differences between DoS Protection and Zone Protection?” -
https://live.paloaltonetworks.com/docs/DOC-4501
4. PANOS 11.1 Admin Guide - Network Profiles / Zone Protection / Flood Protection
- https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/network/network-network-profiles/network-network-profiles-zone-
protection/flood-protection","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that all zones have Zone Protection Profiles with all Reconnaissance Protection settings enabled, tuned, and set to appropriate actions","6.17","Ensure that all zones have Zone Protection Profiles with all Reconnaissance Protection settings enabled, tuned, and set to appropriate actions","","Level 1","","true","Enable all three scan options in a Zone Protection profile. Do not configure an action of
Allow for any scan type. The exact interval and threshold values must be tuned to the
specific environment. Less aggressive settings are typically appropriate for trusted
zones, such as setting an action of alert for all scan types.
Attach appropriate Zone Protection profiles meeting these criteria to all zones. Separate
Zone Protection profiles for trusted and untrusted zones is a best practice.

Default Value:
Not Configured","Port scans and host sweeps are common in the reconnaissance phase of an attack.
Bots scouring the Internet in search of a vulnerable target may also scan for open ports
and available hosts. Reconnaissance Protection will allow for these attacks to be either
alerted on or blocked altogether.","Not configuring a Network Zone Protection Profile leaves an organization exposed to
common attacks and reconnaissance from untrusted networks.","Navigate to Network > Network Profiles > Zone Protection > Zone
Protection Profile > Reconnaissance Protection.
Set TCP Port Scan to enabled, its Action to block-ip, its Interval to 5, and its
Threshold to 20. For block-ip, set the ""Track By"" is set to source and ""Duration"" is set
to 600 seconds.
Set Host Sweep to enabled, its Action to block, its Interval to 10, and its Threshold to
30.
Set UDP Port Scan to enabled, its Action to alert, its Interval to 10, and its Threshold
to 20.","Navigate to Network > Network Profiles > Zone Protection > Zone
Protection Profile > Reconnaissance Protection.
Verify that TCP Port Scan is enabled, its Action is set to block-ip, its Interval is set to
5, and its Threshold is set to 20. For block-ip, ensure the ""Track By"" is set to source
and ""Duration"" is set to 600 seconds.
Verify that Host Sweep is enabled, its Action is set to block, its Interval is set to 10,
and its Threshold is set to 30.
Verify that UDP Port Scan is enabled, its Action is set to alert, its Interval is set to 10,
and its Threshold is set to 20.","1. “Host Sweep Triggering Method in Zone Protection Profile” -
https://live.paloaltonetworks.com/docs/DOC-8703
2. “Understanding DoS Protection” - https://live.paloaltonetworks.com/docs/DOC-
5078
3. “Threat Prevention Deployment Tech Note” -
https://live.paloaltonetworks.com/docs/DOC-3094
4. “What are the Differences between DoS Protection and Zone Protection?” -
https://live.paloaltonetworks.com/docs/DOC-4501
5. PANOS 11.1 Admin Guide - Network Profiles / Zone Protection /
Reconnaissance Protection - https://docs.paloaltonetworks.com/pan-os/11-
1/pan-os-web-interface-help/network/network-network-profiles/network-network-
profiles-zone-protection/reconnaissance-protection","CIS Palo Alto Firewall 10 Benchmark"
"Ensure all zones have Zone Protection Profiles that drop specially crafted packets","6.18","Ensure all zones have Zone Protection Profiles that drop specially crafted packets","","Level 1","","true","For all zones, attach a Zone Protection Profile that is configured to drop packets with a
spoofed IP address or a mismatched overlapping TCP segment, and packets with
malformed, strict source routing, or loose source routing IP options set.

Default Value:
Not Configured","Using specially crafted packets, an attacker may attempt to evade or diminish the
effectiveness of network security devices. Enabling the options in this recommendation
lowers the risk of these attacks.","Not configuring a Network Zone Protection Profile leaves an organization exposed to
common attacks and reconnaissance from untrusted networks.","Navigate to Network > Network Profiles > Zone Protection > Zone
Protection Profile > Packet Based Attack Protection > TCP/IP Drop.
Set Spoofed IP address to be checked.
Set Mismatched overlapping TCP segment to be checked.
Under IP Option Drop, set Strict Source Routing, Loose Source Routing, and
Malformed to all be checked. Additional options may also be set if desired.","Navigate to Network > Network Profiles > Zone Protection > Zone
Protection Profile > Packet Based Attack Protection > TCP/IP Drop.
Verify Spoofed IP address is checked.
Verify Mismatched overlapping TCP segment is checked.
Under IP Option Drop, verify that Strict Source Routing, Loose Source
Routing, and Malformed are all checked. Additional options may also be checked.","1. “Understanding DoS Protection” - https://live.paloaltonetworks.com/docs/DOC-
5078
2. “Threat Prevention Deployment Tech Note” -
https://live.paloaltonetworks.com/docs/DOC-3094
3. “What are the Differences between DoS Protection and Zone Protection?” -
https://live.paloaltonetworks.com/docs/DOC-4501
4. PANOS 11.1 Admin Guide - Network Profiles / Zone Protection / Packet Based
Attack Protection - https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-
interface-help/network/network-network-profiles/network-network-profiles-zone-
protection/packet-based-attack-protection","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that User Credential Submission uses the action of “block” or “continue” on the URL categories","6.19","Ensure that User Credential Submission uses the action of “block” or “continue” on the URL categories","","Level 1","","true","Ideally user names and passwords user within an organization are not used with third
party sites. Some sanctioned SAS applications may have connections to the corporate
domain, in which case they will need to be exempt from the user credential submission
policy through a custom URL category.

Default Value:
Not Configured","Preventing users from having the ability to submit their corporate credentials to the
Internet could stop credential phishing attacks and the potential that a breach at a site
where a user reused credentials could lead to a credential stuffing attack.","Not preventing users from submitting their corporate credentials to the Internet can
leave them open to phishing attacks or allow for credential reuse on unauthorized sites.
Using internal email accounts provides malicious actors with intelligence information,
which can be used for phishing, credential stuffing and other attacks. Using internal
passwords will often provide authenticated access directly to sensitive information. Not
only that, but a pattern of credential re-use can expose personal information from
multiple online sources.","Navigate to Objects > Security Profiles > URL Filtering.
Choose the Categories tab. Set the User Credential Submitting action on all
enabled URL categories is either block or continue, as appropriate to your
organization and the category.
Under the User Credential Detection tab set the User Credential Detection
value to a setting appropriate to your organization, any value except Disabled. Set the
Log Severity to a value appropriate to your organization and your logging or SIEM
solution.","Navigate to Objects > Security Profiles > URL Filtering.
Choose the Categories tab. Verify that the User Credential Submitting action on
all enabled URL categories is set to either block or continue.
Under the User Credential Detection tab ensure the User Credential
Detection is set to a value appropriate to your organization, and is not set to
Disabled. Verify that the Log Severity value is set to a value appropriate to your
organization and your logging or SIEM solution.","1. PAN OS 11.1 Admin Guide - URL Filtering / User Credential Detection -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/objects/objects-security-profiles-url-filtering/user-credential-detection","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that 'Wildfire Inline ML Action' on antivirus profiles are set to reset-both on all decoders except 'imap' and 'pop3'","6.20","Ensure that 'Wildfire Inline ML Action' on antivirus profiles are set to reset-both on all decoders except 'imap' and 'pop3'","","Level 1","","false","Configure 'Wildfire Inline ML Action' on antivirus profiles to a value of 'reset-both' for all
decoders except imap and pop3 under 'Wildfire Inline ML Action'. If required by the
organization's email implementation, configure imap and pop3 decoders to 'alert' under
'Wildfire Inline ML Action'.

Default Value:
Not Configured","Starting from PanOS 10, Wildfire supports real-time detection and blocking. As more
attacks are designed to bypass signature-based protection, real-time signatureless-
based protection is needed. Antivirus signatures produce low false positives. By
blocking any detected malware through the specified decoders, the threat of malware
propagation through the firewall is greatly reduced. It is recommended to mitigate
malware found in pop3 and imap through a dedicated antivirus gateway. Due to the
nature of the pop3 and imap protocols, the firewall is not able to block only a single
email message containing malware. Instead, the entire session would be terminated,
potentially affecting benign email messages.","","Navigate to Objects > Security Profiles > Antivirus
Set antivirus profiles to have all decoders set to reset-both for Wildfire Inline ML
Action. If imap and pop3 are required in the organization, set the imap and pop3
decoders are set to alert for Wildfire Inline ML Action.","Navigate to Objects > Security Profiles > Antivirus
Verify that antivirus profiles have all decoders set to reset-both for Wildfire Inline
ML Action. If imap and pop3 are required in the organization, verify that the imap and
pop3 decoders are set to alert for Wildfire Inline ML Action.","1. “PAN-OS Administrator's Guide 11.1 (English) - Security Profiles” -
https://docs.paloaltonetworks.com/advanced-wildfire/administration/configure-
advanced-wildfire-analysis/enable-advanced-wildfire-inline-ml","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that 'Wildfire Inline ML' on antivirus profiles are set to enable for all file types","6.21","Ensure that 'Wildfire Inline ML' on antivirus profiles are set to enable for all file types","","Level 1","","true","Configure 'Wildfire Inline ML' on antivirus profiles to a value of 'enable' for all file types.

Default Value:
Not Configured","Starting from PanOS 10, Wildfire supports real-time detection and blocking. As more
attacks are designed to bypass signature-based protection, real-time signatureless-
based protection is needed. With this new functionality, common file types used for
malware delivery such as Windows Executables, PowerShell Script, MSOffice, Shell,
and Executable Linked Format (ELF) can be inspected using Wildfire and malicious files
are blocked in real-time.","","Navigate to Objects > Security Profiles > Antivirus
Go to Wildfire Inline ML tab. Set enable (inherit per-protocol actions) for
all Model on Action Setting.","Navigate to Objects > Security Profiles > Antivirus
Go to Wildfire Inline ML tab. Verify that all Action Setting are set to enable
(inherit per-protocol actions).","1. “PAN-OS Administrator's Guide 11.1 (English) - Security Profiles” -
https://docs.paloaltonetworks.com/advanced-wildfire/administration/configure-
advanced-wildfire-analysis/enable-advanced-wildfire-inline-ml","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that 'Inline Cloud Analysis' on Vulnerability Protection profiles are enabled if 'Advanced Threat Prevention' is available","6.22","Ensure that 'Inline Cloud Analysis' on Vulnerability Protection profiles are enabled if 'Advanced Threat Prevention' is available","","Level 1","","true","Enable 'Inline Cloud Analysis' on Vulnerability Protection profiles to combat zero-day
threats.

Default Value:
Not Configured","Starting from PanOS 11, Palo Alto Networks now operates new inline deep learning
detection engines in the Advanced Threat Prevention cloud to analyze traffic for
command injection and SQL injection vulnerabilities in real-time to protect users against
zero-day threats. By operating cloud-based detection engines, you can access a wide
array of detection mechanisms that are updated and deployed automatically without
requiring the user to download update packages or operate process intensive, firewall-
based analyzers which can sap resources.
It is recommended to set the action as 'alert' during initial deployment and monitor it's
false positive, configure the exclusion URL and IP before moving to 'reset-both' action.","","Navigate to Objects > Security Profiles > Vulnerability Protection
Go to Inline Cloud Analysis tab. Tick the checkbox for Enable cloud inline
analysis. Verify that all Model action is set as alert.
Note that, firewall device certificate is used to authenticate to the Advanced Threat
Prevention inline cloud analysis service. This step is required before 'Inline Cloud
Analysis' can be used. Refer to reference for detailed guide.","Navigate to Objects > Security Profiles > Vulnerability Protection
Go to Inline Cloud Analysis tab. Verify that it is enabled and all Model action is set
as alert.","1. “Configuring Vulnerability Protection Inline Cloud Analysis Guide (English)” -
https://docs.paloaltonetworks.com/pan-os/11-0/pan-os-new-features/content-
inspection-features/vuln-protection-inline-cloud-analysis","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that 'Cloud Inline Categorization' on URL Filtering profiles are enabled if 'Advanced Threat Prevention' is available","6.23","Ensure that 'Cloud Inline Categorization' on URL Filtering profiles are enabled if 'Advanced Threat Prevention' is available","","Level 1","","true","Enable both 'Local Inline Categorization' and 'Cloud Inline Categorization' on URL
Filtering profiles to evaluate suspicious web page contents in real-time to protect users
against zero-day threats.

Default Value:
Not Configured","Starting from PanOS 10, Palo Alto Networks Advanced URL Filtering now operates a
series of inline cloud-based deep learning detectors that evaluate suspicious web page
contents in real-time to protect users against zero-day threats. This includes cloaked
websites, multi-step attacks, CAPTCHA challenges, and previously unseen one-time-
use URLs.","","Navigate to Objects > Security Profiles > URL Filtering
Go to Inline Categorization tab. Tick the checkbox for both Enable local inline
categorization and Enable cloud inline categorization.
Note that:
1. Firewall device certificate is used to authenticate to the Advanced Threat
Prevention inline cloud analysis service. This step is required before 'Inline Cloud
Analysis' can be used. Refer to reference for detailed guide.
2. 'Local Inline Categorization' can be enabled with just the URL Filtering license
(no Advanced Threat Prevention is needed).","Navigate to Objects > Security Profiles > URL Filtering
Go to Inline Categorization tab. Verify that it is enabled for both Enable local
inline categorization and Enable cloud inline categorization.","1. “Configuring Cloud Inline Categorization for URL Filtering Guide (English)” -
https://docs.paloaltonetworks.com/pan-os/10-2/pan-os-new-features/url-filtering-
features/cloud-inline-categorization
2. “PAN-OS Administrator's Guide 11.1 (English) - Inline Categorization” -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/objects/objects-security-profiles-url-filtering/inline-categorization","CIS Palo Alto Firewall 10 Benchmark"
