"name","rule_id","title","section","level","severity","automated","description","rationale","impact","remediation","audit","references","benchmark"
"Ensure the default ulimit is overwritten at runtime, only if needed","5.18","Ensure the default ulimit is overwritten at runtime, only if needed","","Level 1","","","Scoring: Not Scored

The default ulimit is set at the Docker daemon level. However, you may override the default
ulimit setting, if needed, during container runtime.

Default Value:
Container instances inherit the default ulimit settings set at the Docker daemon level.","ulimit provides control over the resources available to the shell and to processes started
by it. Setting system resource limits judiciously saves you from many disasters such as a
fork bomb. Sometimes, even friendly users and legitimate processes can overuse system
resources and in-turn can make the system unusable.
The default ulimit set at the Docker daemon level should be honored. If the default ulimit
settings are not appropriate for a particular container instance, you may override them as
an exception. But, do not make this a practice. If most of the container instances are
overriding default ulimit settings, consider changing the default ulimit settings to
something that is appropriate for your needs.","If the ulimits are not set properly, the desired resource control might not be achieved and
might even make the system unusable.","Only override the default ulimit settings if needed.
For example, to override default ulimit settings start a container as below:
docker run --ulimit nofile=1024:1024 --interactive --tty centos /bin/bash","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
Ulimits={{ .HostConfig.Ulimits }}'
The above command should return Ulimits=<no value> for each container instance until
and unless there is an exception and a need to override the default ulimit settings.","1. https://docs.docker.com/engine/reference/commandline/run/#set-ulimits-in-
container-ulimit
2. http://www.oreilly.com/webops-perf/free/files/docker-security.pdf","CIS Docker Community Edition Benchmark"
"Ensure mount propagation mode is not set to shared","5.19","Ensure mount propagation mode is not set to shared","","Level 1","","","Scoring: Scored

Mount propagation mode allows mounting volumes in shared, slave or private mode on a
container. Do not use shared mount propagation mode until needed.

Default Value:
By default, the container mounts are private.","A shared mount is replicated at all mounts and the changes made at any mount point are
propagated to all mounts. Mounting a volume in shared mode does not restrict any other
container to mount and make changes to that volume. This might be catastrophic if the
mounted volume is sensitive to changes. Do not set mount propagation mode to shared
until needed.","None.","Do not mount volumes in shared mode propagation.
For example, do not start container as below:
docker run <Run arguments> --volume=/hostPath:/containerPath:shared
<Container Image Name or ID> <Command>","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
Propagation={{range $mnt := .Mounts}} {{json $mnt.Propagation}} {{end}}'
The above command would return the propagation mode for mounted volumes.
Propagation mode should not be set to shared unless needed. The above command might
throw errors if there are no mounts. In that case, this recommendation is not applicable.","1. https://github.com/docker/docker/pull/17034
2. https://docs.docker.com/engine/reference/run/#volume-shared-filesystems
3. https://www.kernel.org/doc/Documentation/filesystems/sharedsubtree.txt","CIS Docker Community Edition Benchmark"
"Ensure the host's UTS namespace is not shared","5.20","Ensure the host's UTS namespace is not shared","","Level 1","","","Scoring: Scored

UTS namespaces provide isolation of two system identifiers: the hostname and the NIS
domain name. It is used for setting the hostname and the domain that is visible to running
processes in that namespace. Processes running within containers do not typically require
to know hostname and domain name. Hence, the namespace should not be shared with the
host.

Default Value:
By default, all containers have the UTS namespace enabled and host UTS namespace is not
shared with any container.","Sharing the UTS namespace with the host provides full permission to the container to
change the hostname of the host. This is insecure and should not be allowed.","None.","Do not start a container with --uts=host argument.
For example, do not start a container as below:
docker run --rm --interactive --tty --uts=host rhel7.2","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
UTSMode={{ .HostConfig.UTSMode }}'
If the above command returns host, it means the host UTS namespace is shared with the
container and this recommendation is non-compliant. If the above command returns
nothing, then the host's UTS namespace is not shared. This recommendation is then
compliant.","1. https://docs.docker.com/engine/reference/run/#uts-settings-uts
2. http://man7.org/linux/man-pages/man7/namespaces.7.html","CIS Docker Community Edition Benchmark"
"Ensure the default seccomp profile is not Disabled","5.21","Ensure the default seccomp profile is not Disabled","","Level 1","","","Scoring: Scored

Seccomp filtering provides a means for a process to specify a filter for incoming system
calls. The default Docker seccomp profile works on whitelist basis and allows 311 system
calls blocking all others. It should not be disabled unless it hinders your container
application usage.

Default Value:
When you run a container, it uses the default profile unless you override it with the --
security-opt option.","A large number of system calls are exposed to every userland process with many of them
going unused for the entire lifetime of the process. Most of the applications do not need all
the system calls and thus benefit by having a reduced set of available system calls. The
reduced set of system calls reduces the total kernel surface exposed to the application and
thus improvises application security.","With Docker 1.10 and greater, the default seccomp profile blocks syscalls, regardless of --
cap-add passed to the container. You should create your own custom seccomp profile in
such cases. You may also disable the default seccomp profile by passing --security-
opt=seccomp:unconfined on docker run.","By default, seccomp profiles are enabled. You do not need to do anything unless you want
to modify and use the modified seccomp profile.","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
SecurityOpt={{ .HostConfig.SecurityOpt }}'
The above command should return <no value> or your modified seccomp profile. If it
returns [seccomp:unconfined], that means this recommendation is non-compliant and the
container is running without any seccomp profiles.","1. http://blog.scalock.com/new-docker-security-features-and-what-they-mean-
seccomp-profiles
2. https://docs.docker.com/engine/reference/run/#security-configuration
3. https://github.com/docker/docker/blob/master/profiles/seccomp/default.json
4. https://docs.docker.com/engine/security/seccomp/
5. https://www.kernel.org/doc/Documentation/prctl/seccomp_filter.txt
6. https://github.com/docker/docker/issues/22870","CIS Docker Community Edition Benchmark"
"Ensure docker exec commands are not used with privileged option","5.22","Ensure docker exec commands are not used with privileged option","","Level 2","","","Scoring: Scored

Do not docker exec with --privileged option.

Default Value:
By default, docker exec command runs without --privileged option.","Using --privileged option in docker exec gives extended Linux capabilities to the
command. This could potentially be insecure and unsafe to do especially when you are
running containers with dropped capabilities or with enhanced restrictions.","None. If you need enhanced capabilities within the container, then run the container with
the needed capabilities.","Do not use --privileged option in docker exec command.","If you have auditing enabled as prescribed in Section 1, you can use the below command to
filter out docker exec commands that used --privileged option.
ausearch -k docker | grep exec | grep privileged","1. https://docs.docker.com/engine/reference/commandline/exec/","CIS Docker Community Edition Benchmark"
"Ensure docker exec commands are not used with user option","5.23","Ensure docker exec commands are not used with user option","","Level 2","","","Scoring: Scored

Do not docker exec with --user option.

Default Value:
By default, docker exec command runs without --user option.","Using --user option in docker exec executes the command within the container as that
user. This could potentially be insecure and unsafe to do especially when you are running
containers with dropped capabilities or with enhanced restrictions.
For example, suppose your container is running as tomcat user (or any other non-root
user), it would be possible to run a command through docker exec as rootwith --
user=root option. This could potentially be dangerous.","None.","Do not use --user option in docker exec command.","If you have auditing enabled as prescribed in Section 1, you can use the below command to
filter out docker exec commands that used --user option.
ausearch -k docker | grep exec | grep user","1. https://docs.docker.com/engine/reference/commandline/exec/","CIS Docker Community Edition Benchmark"
"Ensure cgroup usage is confirmed","5.24","Ensure cgroup usage is confirmed","","Level 1","","","Scoring: Scored

It is possible to attach to a particular cgroup on container run. Confirming cgroup usage
would ensure that containers are running under defined cgroups.

Default Value:
By default, containers run under docker cgroup.","System administrators typically define cgroups under which containers are supposed to
run. Even if cgroups are not explicitly defined by the system administrators, containers run
under docker cgroup by default.
At run-time, it is possible to attach to a different cgroup other than the one that was
expected to be used. This usage should be monitored and confirmed. By attaching to a
different cgroup than the one that is expected, excess permissions and resources might be
granted to the container and thus, can prove to be unsafe.","None.","Do not use --cgroup-parent option in docker run command unless needed.","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
CgroupParent={{ .HostConfig.CgroupParent }}'
The above command would return the cgroup under which the containers are running. If it
is blank, it means containers are running under default docker cgroup. In that case, this
recommendation is compliant. If the containers are found to be running under cgroup
other than the one that was expected, this recommendation is non-compliant.","1. https://docs.docker.com/engine/reference/run/#specify-custom-cgroups
2. https://access.redhat.com/documentation/en-
US/Red_Hat_Enterprise_Linux/6/html/Resource_Management_Guide/ch01.html","CIS Docker Community Edition Benchmark"
"Ensure the container is restricted from acquiring additional privileges","5.25","Ensure the container is restricted from acquiring additional privileges","","Level 1","","","Scoring: Scored

Restrict the container from acquiring additional privileges via suid or sgid bits.

Default Value:
By default, new privileges are not restricted.","A process can set the no_new_priv bit in the kernel. It persists across fork, clone and
execve. The no_new_priv bit ensures that the process or its children processes do not gain
any additional privileges via suid or sgid bits. This way a lot of dangerous operations
become a lot less dangerous because there is no possibility of subverting privileged
binaries.","no_new_priv prevents LSMs like SELinux from transitioning to process labels that have
access not allowed to the current process.","For example, you should start your container as below:
docker run --rm -it --security-opt=no-new-privileges ubuntu bash","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
SecurityOpt={{ .HostConfig.SecurityOpt }}'
The above command should return all the security options currently configured for the
containers. no-new-privileges should also be one of them.","1. https://github.com/projectatomic/atomic-site/issues/269
2. https://github.com/docker/docker/pull/20727
3. https://www.kernel.org/doc/Documentation/prctl/no_new_privs.txt
4. https://lwn.net/Articles/475678/
5. https://lwn.net/Articles/475362/","CIS Docker Community Edition Benchmark"
"Ensure container health is checked at runtime","5.26","Ensure container health is checked at runtime","","Level 1","","","Scoring: Scored

If the container image does not have an HEALTHCHECK instruction defined, use --health-cmd
parameter at container runtime for checking container health.

Default Value:
By default, health checks are not done at container runtime.","One of the important security triads is availability. If the container image you are using
does not have a pre-defined HEALTHCHECK instruction, use the --health-cmd parameter to
check container health at runtime.
Based on the reported health status, you could take necessary actions.","None.","Run the container using --health-cmd and the other parameters.
For example,
docker run -d --health-cmd='stat /etc/passwd || exit 1' nginx","Run the below command and ensure that all the containers are reporting health status:
docker ps --quiet | xargs docker inspect --format '{{ .Id }}: Health={{
.State.Health.Status }}'","1. https://docs.docker.com/engine/reference/run/#healthcheck","CIS Docker Community Edition Benchmark"
"Ensure docker commands always get the latest version of the image","5.27","Ensure docker commands always get the latest version of the image","","Level 1","","","Scoring: Not Scored

Always ensure that you are using the latest version of the image within your repository and
not the cached older versions.

Default Value:
By default, docker commands extract the local copy unless version pinning mechanisms are
used or the local cache is cleared.","Multiple docker commands such as docker pull, docker run, etc. are known to have an
issue that by default, they extract the local copy of the image, if present, even though there
is an updated version of the image with the ""same tag"" in the upstream repository. This
could lead to using older and vulnerable images.","None","Use proper version pinning mechanisms (the latest tag which is assigned by default is still
vulnerable to caching attacks) to avoid extracting the cached older versions. Version
pinning mechanisms should be used for base images, packages, and entire images too. You
can customize version pinning rules as per your requirements.","Step 1: Open your image repository and list the image version history for the image you
are inspecting.
Step 2: Observe the status when the docker pull command is triggered.
If the status is shown as Image is up to date, it means that you are getting the cached
version of the image.
Step 3: Match the version of the image you are running with the latest version reported in
your repository which tells if you are running the cached version or the latest copy.","1. https://github.com/docker/docker/pull/16609","CIS Docker Community Edition Benchmark"
"Ensure PIDs cgroup limit is used","5.28","Ensure PIDs cgroup limit is used","","Level 1","","","Scoring: Scored

Use --pids-limit flag at container runtime.

Default Value:
The Default value for --pids-limit is 0 which means there is no restriction on the number
of forks. Also, note that PIDs cgroup limit works only for the kernel versions 4.3+.","Attackers could launch a fork bomb with a single command inside the container. This fork
bomb can crash the entire system and requires a restart of the host to make the system
functional again. PIDs cgroup --pids-limit will prevent this kind of attacks by restricting
the number of forks that can happen inside a container at a given time.","Set the PIDs limit value as appropriate. Incorrect values might leave the containers
unusable.","Use --pids-limit flag while launching the container with an appropriate value.
For example,
docker run -it --pids-limit 100 <Image_ID>
In the above example, the number of processes allowed to run at any given time is set to
100. After a limit of 100 concurrently running processes is reached, docker would restrict
any new process creation.","Run the below command and ensure that PidsLimit is not set to 0 or -1. A PidsLimit of 0
or -1 means that any number of processes can be forked inside the container concurrently.
docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
PidsLimit={{ .HostConfig.PidsLimit }}'","1. https://github.com/docker/docker/pull/18697
2. https://docs.docker.com/engine/reference/commandline/run/#options","CIS Docker Community Edition Benchmark"
"Ensure Docker's default bridge docker0 is not used","5.29","Ensure Docker's default bridge docker0 is not used","","Level 2","","","Scoring: Not Scored

Do not use Docker's default bridge docker0. Use docker's user-defined networks for
container networking.

Default Value:
By default, docker runs containers on its docker0 bridge.","Docker connects virtual interfaces created in the bridge mode to a common bridge called
docker0. This default networking model is vulnerable to ARP spoofing and MAC flooding
attacks since there is no filtering applied.","You have to manage the user-defined networks.","Follow Docker documentation and setup a user-defined network. Run all the containers in
the defined network.","Run the below command, and verify that containers are on a user-defined network and not
the default docker0 bridge.
docker network ls --quiet | xargs xargs docker network inspect --format '{{
.Name }}: {{ .Options }}'","1. https://github.com/nyantec/narwhal
2. https://arxiv.org/pdf/1501.02967
3. https://docs.docker.com/engine/userguide/networking/","CIS Docker Community Edition Benchmark"
"Ensure the host's user namespaces is not shared","5.30","Ensure the host's user namespaces is not shared","","Level 1","","","Scoring: Scored

Do not share the host's user namespaces with the containers.

Default Value:
By default, the host user namespace is shared with the containers until user namespace
support is enabled.","User namespaces ensure that a root process inside the container will be mapped to a non-
root process outside the container. Sharing the user namespaces of the host with the
container thus does not isolate users on the host with users on the containers.","None","Do not share user namespaces between host and containers.
For example, do not run a container as below:
docker run --rm -it --userns=host ubuntu bash","Run the below command and ensure that it does not return any value for UsernsMode. If it
returns a value of host, it means the host user namespace is shared with the containers.
docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
UsernsMode={{ .HostConfig.UsernsMode }}'","1. https://docs.docker.com/engine/security/userns-remap/
2. https://docs.docker.com/engine/reference/commandline/run/#options
3. https://github.com/docker/docker/pull/12648
4. https://events.linuxfoundation.org/sites/events/files/slides/User%20Namespaces
%20-%20ContainerCon%202015%20-%2016-9-final_0.pdf","CIS Docker Community Edition Benchmark"
"Ensure the Docker socket is not mounted inside any containers","5.31","Ensure the Docker socket is not mounted inside any containers","","Level 1","","","Scoring: Scored

The docker socket docker.sock should not be mounted inside a container.

Default Value:
By default, docker.sock is not mounted inside containers.","If the docker socket is mounted inside a container it would allow processes running within
the container to execute docker commands which effectively allows for full control of the
host.","None","Ensure that no containers mount docker.sock as a volume.","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
Volumes={{ .Mounts }}' | grep docker.sock
The above command would return any instances where docker.sock had been mapped to
a container as a volume.","1. https://raesene.github.io/blog/2016/03/06/The-Dangers-Of-Docker.sock/
2. https://forums.docker.com/t/docker-in-docker-vs-mounting-var-run-docker-
sock/9450/2
3. https://github.com/docker/docker/issues/21109","CIS Docker Community Edition Benchmark"
"Ensure image sprawl is avoided","6.1","Ensure image sprawl is avoided","","Level 1","","","Scoring: Not Scored

Do not keep a large number of container images on the same host. Use only tagged images
as appropriate.

Default Value:
Images and layered filesystems remain accessible on the host until the administrator
removes all tags that refer to those images or layers.","Tagged images are useful to fall back from ""latest"" to a specific version of an image in
production. Images with unused or old tags may contain vulnerabilities that might be
exploited, if instantiated. Additionally, if you fail to remove unused images from the system
and there are various such redundant and unused images, the host filesystem may become
full and could lead to denial of service.","None","Keep the set of the images that you actually need and establish a workflow to remove old or
stale images from the host. Additionally, use features such as pull-by-digest to get specific
images from the registry.
Additionally, you can follow below set of steps to find out unused images on the system and
delete them.
Step 1 Make a list of all image IDs that are currently instantiated by executing below
command:
docker images --quiet | xargs docker inspect --format '{{ .Id }}: Image={{
.Config.Image }}'
Step 2: List all the images present on the system by executing below command:
docker images
Step 3: Compare the list of image IDs populated from Step 1 and Step 2 and find out images
that are currently not being instantiated.
Step 4: Decide if you want to keep the images that are not currently in use. If not delete
them by executing below command:
docker rmi $IMAGE_ID","Step 1 Make a list of all image IDs that are currently instantiated by executing below
command:
docker images --quiet | xargs docker inspect --format '{{ .Id }}: Image={{
.Config.Image }}'
Step 2: List all the images present on the system by executing below command:
docker images
Step 3: Compare the list of image IDs populated from Step 1 and Step 2 and find out images
that are currently not being instantiated. If any such unused or old images are found,
discuss with the system administrator the need to keep such images on the system. If such
a need is not justified enough, then this recommendation is non-compliant.","1. http://craiccomputing.blogspot.in/2014/09/clean-up-unused-docker-containers-
and.html
2. https://forums.docker.com/t/command-to-remove-all-unused-images/20/8
3. https://github.com/docker/docker/issues/9054
4. https://docs.docker.com/engine/reference/commandline/rmi/
5. https://docs.docker.com/engine/reference/commandline/pull/
6. https://github.com/docker/docker/pull/11109","CIS Docker Community Edition Benchmark"
"Ensure container sprawl is avoided","6.2","Ensure container sprawl is avoided","","Level 1","","","Scoring: Not Scored

Do not keep a large number of containers on the same host.

Default Value:
By default, Docker does not restrict the number of containers you may have on a host.","The flexibility of containers makes it easy to run multiple instances of applications and
indirectly leads to Docker images that exist at varying security patch levels. It also means
that you are consuming host resources that otherwise could have been used for running
'useful' containers. Having more than just the manageable number of containers on a
particular host makes the situation vulnerable to mishandling, misconfiguration and
fragmentation. Thus, avoid container sprawl and keep the number of containers on a host
to a manageable total.","If you keep way too few number of containers per host, then perhaps you are not utilizing
your host resources very adequately.","Periodically check your container inventory per host and clean up the stopped containers
using the below command:
docker container prune","Step 1 - Find the total number of containers you have on the host:
docker info --format '{{ .Containers }}'
Step 2 - Execute the below commands to find the total number of containers that are
actually running or in the stopped state on the host.
docker info --format '{{ .ContainersStopped }}'
docker info --format '{{ .ContainersRunning }}'
If the difference between the number of containers that are stopped on the host and the
number of containers that are actually running on the host is large (say 25 or more), then
perhaps, the containers are sprawled on the host.","1. https://zeltser.com/security-risks-and-benefits-of-docker-application/
2. http://searchsdn.techtarget.com/feature/Docker-networking-How-Linux-
containers-will-change-your-network","CIS Docker Community Edition Benchmark"
"Ensure swarm mode is not Enabled, if not needed","7.1","Ensure swarm mode is not Enabled, if not needed","","Level 1","","","Scoring: Scored

Do not enable swarm mode on a docker engine instance unless needed.

Default Value:
By default, docker swarm mode is not enabled.","By default, a Docker engine instance will not listen on any network ports, with all
communications with the client coming over the Unix socket. When Docker swarm mode is
enabled on a docker engine instance, multiple network ports are opened on the system and
made available to other systems on the network for the purposes of cluster management
and node communications.
Opening network ports on a system increase its attack surface and this should be avoided
unless required.","None.","If swarm mode has been enabled on a system in error, run
docker swarm leave","Review the output of the docker info command. If the output includes Swarm: active it
indicates that swarm mode has been activated on the Docker engine. Confirm if swarm
mode on the docker engine instance is actually needed.","1. https://docs.docker.com/engine/reference/commandline/swarm_init/","CIS Docker Community Edition Benchmark"
"Ensure the minimum number of manager nodes have been created in a swarm","7.2","Ensure the minimum number of manager nodes have been created in a swarm","","Level 1","","","Scoring: Scored

Ensure that the minimum number of required manager nodes is created in a swarm.

Default Value:
A single manager is all that is required to start a given cluster.","Manager nodes within a swarm have control over the swarm and change its configuration
modifying security parameters. Having excessive manager nodes could render the swarm
more susceptible to compromise.
If fault tolerance is not required in the manager nodes, a single node should be elected as a
manger. If fault tolerance is required then the smallest practical odd number to achieve the
appropriate level of tolerance should be configured.","None","If an excessive number of managers is configured, the excess can be demoted as worker
using the following command:
docker node demote <ID>
Where is the node ID value of the manager to be demoted.","Run docker info and verify the number of managers.
docker info --format '{{ .Swarm.Managers }}'
Alternatively run the below command.
docker node ls | grep 'Leader'","1. https://docs.docker.com/engine/swarm/manage-nodes/
2. https://docs.docker.com/engine/swarm/admin_guide/#/add-manager-nodes-for-
fault-tolerance","CIS Docker Community Edition Benchmark"
"Ensure swarm services are binded to a specific host interface","7.3","Ensure swarm services are binded to a specific host interface","","Level 1","","","Scoring: Scored

By default, the docker swarm services will listen to all interfaces on the host, which may
not be necessary for the operation of the swarm where the host has multiple network
interfaces.

Default Value:
By default, docker swarm services listen on all available host interfaces.","When a swarm is initialized the default value for the --listen-addr flag is 0.0.0.0:2377
which means that the swarm services will listen on all interfaces on the host. If a host has
multiple network interfaces this may be undesirable as it may expose the docker swarm
services to networks which are not involved in the operation of the swarm.
By passing a specific IP address to the --listen-addr, a specific network interface can be
specified limiting this exposure.","None","Remediation of this requires re-initialization of the swarm specifying a specific interface
for the --listen-addr parameter.","List the network listener on port 2377/TCP (the default for docker swarm) and confirm
that it is only listening on specific interfaces. For example, using ubuntu this could be done
with the following command:
netstat -lt | grep -i 2377","1. https://docs.docker.com/engine/reference/commandline/swarm_init/#--listen-
addr
2. https://docs.docker.com/engine/swarm/admin_guide/#recover-from-disaster
Notes:
A couple of points I noted looking at this one. there doesn't seem to be a parameter for
docker swarm update to change the listen-addr. For the remediation I did wonder if --
force-new-swarm could be used to change this, but I'm not sure what other effects that
would have on the swarm so just left with a general requirement to re-initialize the swarm.
Also interestingly the node communication service running on 7946/TCP doesn't respect
the --listen-addr parameter. this seems like a bug to me, I'll likely file an issue on github for
it after a bit more exploration.","CIS Docker Community Edition Benchmark"
"Ensure data exchanged between containers are encrypted on different nodes on the overlay network","7.4","Ensure data exchanged between containers are encrypted on different nodes on the overlay network","","Level 1","","","Scoring: Scored

Encrypt data exchanged between containers on different nodes on the overlay network.

Default Value:
By default, data exchanged between containers on different nodes on the overlay network
are not encrypted in the Docker swarm mode.","By default, data exchanged between containers on different nodes on the overlay network
is not encrypted. This could potentially expose traffic between the container nodes.","None","Create overlay network with --opt encrypted flag.","Run the below command and ensure that each overlay network has been encrypted.
docker network ls --filter driver=overlay --quiet | xargs docker network
inspect --format '{{.Name}} {{ .Options }}'","1. https://docs.docker.com/engine/userguide/networking/overlay-security-model/
2. https://github.com/docker/docker/issues/24253","CIS Docker Community Edition Benchmark"
"Ensure Docker's secret management commands are used for managing secrets in a Swarm cluster","7.5","Ensure Docker's secret management commands are used for managing secrets in a Swarm cluster","","Level 2","","","Scoring: Not Scored

Use Docker's in-built secret management command.

Default Value:
Not Applicable","Docker has various commands for managing secrets in a Swarm cluster. This is the
foundation for future secret support in Docker with potential improvements such as
Windows support, different backing stores, etc.","None","Follow docker secret documentation and use it to manage secrets effectively.","On a swarm manager node, run the below command and ensure docker secret
management is used in your environment, if applicable.
docker secret ls","1. https://docs.docker.com/engine/reference/commandline/secret/","CIS Docker Community Edition Benchmark"
"Ensure swarm manager is run in auto-lock mode","7.6","Ensure swarm manager is run in auto-lock mode","","Level 1","","","Scoring: Scored

Run Docker swarm manager in auto-lock mode.

Default Value:
By default, swarm manager does not run in auto-lock mode.","When Docker restarts, both the TLS key used to encrypt communication among swarm
nodes, and the key used to encrypt and decrypt Raft logs on disk, are loaded into each
manager node's memory. You should protect the mutual TLS encryption key and the key
used to encrypt and decrypt Raft logs at rest. This protection could be enabled by
initializing swarm with --autolock flag.
With --autolockenabled, when Docker restarts, you must unlock the swarm first, using a
key encryption key generated by Docker when the swarm was initialized.","A swarm in auto-lock mode won't recover from a re-start without manual intervention
from a user to enter the unlock key. In some deployments, this might not be good for
availability.","If you are initializing swarm, use the below command.
docker swarm init --autolock
If you want to set --autolock on an existing swarm manager node, use the below
command.
docker swarm update --autolock","Run the below command. If it outputs the key, it means swarm was initialized with the --
autolock flag. If the output is no unlock key is set, it means that swarm was NOT
initialized with the --autolock flag and is non-compliant with respect to this
recommendation.
docker swarm unlock-key","1. https://docs.docker.com/engine/swarm/swarm_manager_locking/","CIS Docker Community Edition Benchmark"
"Ensure node certificates are rotated as appropriate","7.8","Ensure node certificates are rotated as appropriate","","Level 2","","","Scoring: Not Scored

Rotate swarm node certificates as appropriate.

Default Value:
By default, node certificates are rotated automatically every 90 days.","Docker Swarm uses mutual TLS for clustering operations amongst its nodes. Certificate
rotation ensures that in an event such as compromised node or key, it is difficult to
impersonate a node. By default, node certificates are rotated every 90 days. You should
rotate it more often or as appropriate in your environment.","None","Run the below command to set the desired expiry time.
For example,
docker swarm update --cert-expiry 48h","Run the below command and ensure that the node certificate Expiry Duration is set as
appropriate.
docker info | grep ""Expiry Duration""","1. https://docs.docker.com/engine/reference/commandline/swarm_update/#exampl
es","CIS Docker Community Edition Benchmark"
"Ensure CA certificates are rotated as appropriate","7.9","Ensure CA certificates are rotated as appropriate","","Level 2","","","Scoring: Not Scored

Rotate root CA certificates as appropriate.

Default Value:
By default, root CA certificates are not rotated.","Docker Swarm uses mutual TLS for clustering operations amongst its nodes. Certificate
rotation ensures that in an event such as compromised node or key, it is difficult to
impersonate a node. Node certificates depend upon root CA certificates. For operational
security, it is important to rotate these frequently. Currently, root CA certificates are not
rotated automatically. You should thus establish a process to rotate it at the desired
frequency.","None","Run the below command to rotate the certificate.
docker swarm ca --rotate","Based on your installation path, check the time stamp on the root CA certificate file.
For example,
ls -l /var/lib/docker/swarm/certificates/swarm-root-ca.crt
The certificate should have been rotated at the established frequency.","1. https://docs.docker.com/engine/swarm/how-swarm-mode-works/pki/#rotating-
the-ca-certificate","CIS Docker Community Edition Benchmark"
"Ensure management plane traffic has been separated from data plane traffic","7.10","Ensure management plane traffic has been separated from data plane traffic","","Level 2","","","Scoring: Not Scored

Separate management plane traffic from data plane traffic.

Default Value:
By default, the data plane traffic is not separated from management plane traffic.","Separating the management plane traffic from data plane traffic ensures that these traffics
are on their respective paths. These paths could then be individually monitored and could
be tied to different traffic control policies and monitoring. It also ensures that management
plane is always reachable despite the huge volume of data flow.","You would require 2 network interface cards per node.","Initialize Swarm with dedicated interfaces for management and data planes respectively.
For example,
docker swarm init --advertise-addr=192.168.0.1 --data-path-addr=17.1.0.3","Run the below command on each swarm node and ensure that the management plane
address is different from data plane address.
docker node inspect --format '{{ .Status.Addr }}' self
Note: At the time of writing of this benchmark, there is no way to inspect data plane
address. An issue has been raised and is in the reference link.","1. https://docs.docker.com/engine/reference/commandline/swarm_init/#--data-
path-addr
2. https://github.com/moby/moby/issues/33938
3. https://github.com/moby/moby/pull/32717","CIS Docker Community Edition Benchmark"
